source_type,title,category,subcategory,reference,price,price_min,price_max,currency,unit,dimensions,tile_m2,city,supplier,in_stock,description,listing_url,scraped_at,price_norm,price_min_norm,price_max_norm
blog_article,Entre 1600 dt et 1800 dt,estimation_construction,,,1750.0,1600.0,1900.0,TND,unité,,,Tunis,SM Devis (source blog),True,Fourchette estimée : 1600.0 – 1900.0 DT/unité,https://www.sm-devis.tn/prix-pose-fenetre-porte-et-veranda-tunis/,2026-04-05 09:42:02.521877,0.0024223001186913207,0.00030162987656188724,0.006547613300468829
blog_article,100 x 235 cm,estimation_construction,,,1300.0,1200.0,1400.0,TND,unité,,,Tunis,SM Devis (source blog),True,Fourchette estimée : 1200.0 – 1400.0 DT/unité,https://www.sm-devis.tn/prix-pose-fenetre-porte-et-veranda-tunis/,2026-04-05 09:42:02.521877,0.0017990668119954407,0.00022617524827873845,0.004823468235040973
blog_article,Entre 1200 dt et  1400 dt,estimation_construction,,,1650.0,1600.0,1700.0,TND,unité,,,Tunis,SM Devis (source blog),True,Fourchette estimée : 1600.0 – 1700.0 DT/unité,https://www.sm-devis.tn/prix-pose-fenetre-porte-et-veranda-tunis/,2026-04-05 09:42:02.521877,0.0022838038283144587,0.00030162987656188724,0.005857955274297687
blog_article,110 x 235 cm,estimation_construction,,,1650.0,1500.0,1800.0,TND,unité,,,Tunis,SM Devis (source blog),True,Fourchette estimée : 1500.0 – 1800.0 DT/unité,https://www.sm-devis.tn/prix-pose-fenetre-porte-et-veranda-tunis/,2026-04-05 09:42:02.521877,0.0022838038283144587,0.00028276621949110004,0.006202784287383258
blog_article,Entre 1500 dt  et 1800 dt,estimation_construction,,,1875.0,1800.0,1950.0,TND,unité,,,Tunis,SM Devis (source blog),True,Fourchette estimée : 1800.0 – 1950.0 DT/unité,https://www.sm-devis.tn/prix-pose-fenetre-porte-et-veranda-tunis/,2026-04-05 09:42:02.521877,0.0025954204816623985,0.00033935719070346163,0.0067200278070116155
blog_article,Fenêtre PVC  Tunis 1 vantail (45 x 60),estimation_construction,,,175290.0,,,TND,unité,,,Tunis,SM Devis (source blog),True,240dt à 580dt,https://www.sm-devis.tn/prix-pose-installation-menuiserie-alu-tunis/,2026-04-05 09:42:03.934859,0.24276876243869808,,
blog_article,Fenêtre PVC Tunis 1 vantail (60 x 60),estimation_construction,,,154390.0,,,TND,unité,,,Tunis,SM Devis (source blog),True,330dt à 650€,https://www.sm-devis.tn/prix-pose-installation-menuiserie-alu-tunis/,2026-04-05 09:42:03.934859,0.21382303774993386,,
blog_article,Fenêtre PVC Tunis 1 vantail (75 x 60),estimation_construction,,,177339.0,,,TND,unité,,,Tunis,SM Devis (source blog),True,250dt à 590dt,https://www.sm-devis.tn/prix-pose-installation-menuiserie-alu-tunis/,2026-04-05 09:42:03.934859,0.24560655142851998,,
blog_article,Fenêtre PVC Tunis 1 vantail (95 x 60),estimation_construction,,,199440.0,,,TND,unité,,,Tunis,SM Devis (source blog),True,250dt à 670dt,https://www.sm-devis.tn/prix-pose-installation-menuiserie-alu-tunis/,2026-04-05 09:42:03.934859,0.27621561656471033,,
blog_article,Fenêtre PVC Tunis 2 vantaux (75 x 100),estimation_construction,,,250570.0,,,TND,unité,,,Tunis,SM Devis (source blog),True,370dt à 890€,https://www.sm-devis.tn/prix-pose-installation-menuiserie-alu-tunis/,2026-04-05 09:42:03.934859,0.3470287698344,,
blog_article,Fenêtre PVC Tunis 2 vantaux (125 x 100),estimation_construction,,,240670.0,,,TND,unité,,,Tunis,SM Devis (source blog),True,440dt à 960dt,https://www.sm-devis.tn/prix-pose-installation-menuiserie-alu-tunis/,2026-04-05 09:42:03.934859,0.3333176370870906,,
blog_article,Fenêtre PVC Tunis 2 vantaux (135 x 100),estimation_construction,,,330750.0,,,TND,unité,,,Tunis,SM Devis (source blog),True,450dt à 990dt,https://www.sm-devis.tn/prix-pose-installation-menuiserie-alu-tunis/,2026-04-05 09:42:03.935859,0.4580750954585681,,
blog_article,le prix de pose d’une porte-fenêtre 1 vantail en alu Tunisie se situe,estimation_construction,,,1600.0,1300.0,1900.0,TND,unité,,,Tunis,SM Devis (source blog),True,Fourchette estimée : 1300.0 – 1900.0 DT/unité,https://www.sm-devis.tn/prix-pose-fenetre-porte-et-veranda-tunis/,2026-04-05 09:42:02.521877,0.0022145556831260275,0.00024503890534952565,0.006547613300468829
blog_article,Fenêtre PVC Tunis 2 vantaux (135 x 120),estimation_construction,,,370790.0,,,TND,unité,,,Tunis,SM Devis (source blog),True,520dt à 1300dt,https://www.sm-devis.tn/prix-pose-installation-menuiserie-alu-tunis/,2026-04-05 09:42:03.935859,0.5135290101254638,,
blog_article,en Tunisie varie,estimation_construction,,,1025.0,550.0,1500.0,TND,unité,,,Tunis,SM Devis (source blog),True,Fourchette estimée : 550.0 – 1500.0 DT/unité,https://www.sm-devis.tn/prix-pose-fenetre-porte-et-veranda-tunis/,2026-04-05 09:42:02.521877,0.0014182020134590695,0.00010356147731862169,0.005168297248126544
blog_article,215 ¹100cm,estimation_construction,,,364.0,233.0,495.0,TND,unité,,,Tunis,SM Devis (source blog),True,,https://www.sm-devis.tn/prix-pose-fenetre-porte-et-veranda-tunis/,2026-04-05 09:42:02.517877,0.00050274153406801,4.3763684404226286e-05,0.0017027656666165516
blog_article,Prix cuisine « Chef » Tunis,estimation_construction,,,12000.0,,,TND,unité,,,Tunis,SM Devis (source blog),True,Prix cuisine « Chef » Tunis,https://www.sm-devis.tn/prix-pose-cuisine-et-salle-de-bain-tunis/,2026-04-05 09:41:59.193857,0.016618169882319702,,
blog_article,Prix rafraîchissement de salle de bain Tunis,estimation_construction,,,550700.0,,,TND,unité,,,Tunis,SM Devis (source blog),True,Douche – Lavabo – Carrelage sol et mur – Peinture plafond,https://www.sm-devis.tn/prix-pose-cuisine-et-salle-de-bain-tunis/,2026-04-05 09:41:59.195287,0.7626976861424767,,
blog_article,Prix rénovation de salle de bain Tunis,estimation_construction,,,1005.0,,,TND,unité,,,Tunis,SM Devis (source blog),True,Transformation baignoire en douche – Lavabo – Carrelage sol et mur – Peinture plafond – WC – Petite plomberie,https://www.sm-devis.tn/prix-pose-cuisine-et-salle-de-bain-tunis/,2026-04-05 09:41:59.196293,0.001390502755383697,,
blog_article,Prix création salle de bain confort Tunis,estimation_construction,,,1900.0,,,TND,unité,,,Tunis,SM Devis (source blog),True,Douche à l’italienne – Double lavabo – Carrelage sol et mur – Peinture plafond – WC suspendu – Plomberie – Baignoire – Chauffage au sol,https://www.sm-devis.tn/prix-pose-cuisine-et-salle-de-bain-tunis/,2026-04-05 09:41:59.196293,0.0026300445542566143,,
blog_article,Cuisine  en Tunisie varie,estimation_construction,,,6600.0,1200.0,12000.0,TND,unité,,,Tunis,SM Devis (source blog),True,Fourchette estimée : 1200.0 – 12000.0 DT/unité,https://www.sm-devis.tn/prix-pose-cuisine-et-salle-de-bain-tunis/,2026-04-05 09:41:59.209166,0.00913937020196914,0.00022617524827873845,0.04137534362211154
blog_article,varie entre 550 dt/m,estimation_construction,,,1251.0,2.0,2500.0,TND,m,,,Tunis,SM Devis (source blog),True,Fourchette estimée : 2.0 – 2500.0 DT/m,https://www.sm-devis.tn/prix-pose-cuisine-et-salle-de-bain-tunis/,2026-04-05 09:41:59.210173,0.0017312036297107783,1.8863657070787194e-07,0.008616587378982259
blog_article,Prix cuisine « Classique » Tunis,estimation_construction,,,2750.0,1200.0,4300.0,TND,unité,,,Tunis,SM Devis (source blog),True,Fourchette estimée : 1200.0 – 4300.0 DT/unité,https://www.sm-devis.tn/prix-pose-cuisine-et-salle-de-bain-tunis/,2026-04-05 09:41:59.210173,0.0038072630224599436,0.00022617524827873845,0.014823509614522544
blog_article,Prix cuisine « Premium » Tunis,estimation_construction,,,6300.0,4300.0,8300.0,TND,unité,,,Tunis,SM Devis (source blog),True,Fourchette estimée : 4300.0 – 8300.0 DT/unité,https://www.sm-devis.tn/prix-pose-cuisine-et-salle-de-bain-tunis/,2026-04-05 09:41:59.210173,0.008723881330838554,0.0008109486174731414,0.0286166701379454
blog_article,Douche – Lavabo – Carrelage sol et mur – Peinture plafond,estimation_construction,,,625.0,550.0,700.0,TND,unité,,,Tunis,SM Devis (source blog),True,Fourchette estimée : 550.0 – 700.0 DT/unité,https://www.sm-devis.tn/prix-pose-cuisine-et-salle-de-bain-tunis/,2026-04-05 09:41:59.210173,0.0008642168519516205,0.00010356147731862169,0.0024096651434419728
blog_article,Transformation baignoire en douche – Lavabo – Carrelage sol et mur – Peinture plafond – WC – Petite plomberie,estimation_construction,,,1005.0,860.0,1150.0,TND,unité,,,Tunis,SM Devis (source blog),True,Fourchette estimée : 860.0 – 1150.0 DT/unité,https://www.sm-devis.tn/prix-pose-cuisine-et-salle-de-bain-tunis/,2026-04-05 09:41:59.210173,0.001390502755383697,0.000162038814238062,0.003961395702327044
blog_article,enne – Double lavabo – Carrelage sol et mur – Peinture plafond – WC suspendu – Plomberie – Baignoire – Chauffage au sol,estimation_construction,,,1900.0,1300.0,2500.0,TND,unité,,,Tunis,SM Devis (source blog),True,Fourchette estimée : 1300.0 – 2500.0 DT/unité,https://www.sm-devis.tn/prix-pose-cuisine-et-salle-de-bain-tunis/,2026-04-05 09:41:59.210173,0.0026300445542566143,0.00024503890534952565,0.008616587378982259
blog_article,100 x 215 cm,estimation_construction,,,100.0,,,TND,unité,,,Tunis,SM Devis (source blog),True,100 x 215 cm | Entre 1300 dt et 1500 dt | Entre 1500 dt et 1600 dt,https://www.sm-devis.tn/prix-pose-fenetre-porte-et-veranda-tunis/,2026-04-05 09:42:02.517877,0.00013711132747309363,,
blog_article,110 x 215 cm,estimation_construction,,,110.0,,,TND,unité,,,Tunis,SM Devis (source blog),True,110 x 215 cm | Entre 1600 dt et 1800 dt | Entre 1600 dt et 1900 dt,https://www.sm-devis.tn/prix-pose-fenetre-porte-et-veranda-tunis/,2026-04-05 09:42:02.517877,0.00015096095651077985,,
blog_article,100 x 235 cm,estimation_construction,,,100.0,,,TND,unité,,,Tunis,SM Devis (source blog),True,100 x 235 cm | Entre 1200 dt et  1400 dt | Entre 1600 dt et 1700 dt,https://www.sm-devis.tn/prix-pose-fenetre-porte-et-veranda-tunis/,2026-04-05 09:42:02.517877,0.00013711132747309363,,
blog_article,110 x 235 cm,estimation_construction,,,110.0,,,TND,unité,,,Tunis,SM Devis (source blog),True,110 x 235 cm | Entre 1500 dt  et 1800 dt | Entre 1800 dt et 1950 dt,https://www.sm-devis.tn/prix-pose-fenetre-porte-et-veranda-tunis/,2026-04-05 09:42:02.517877,0.00015096095651077985,,
blog_article,215 ¹120cm,estimation_construction,,,371.5,243.0,500.0,TND,unité,,,Tunis,SM Devis (source blog),True,,https://www.sm-devis.tn/prix-pose-fenetre-porte-et-veranda-tunis/,2026-04-05 09:42:02.518864,0.0005131287558462746,4.565005011130501e-05,0.0017200071172708302
blog_article,Fenêtre PVC Tunis Fixe (45 x 40),estimation_construction,,,153190.0,,,TND,unité,,,Tunis,SM Devis (source blog),True,320dt à 470dt,https://www.sm-devis.tn/prix-pose-installation-menuiserie-alu-tunis/,2026-04-05 09:42:03.935859,0.21216108226541153,,
blog_article,Fenêtre PVC Tunis Fixe (75 x 60),estimation_construction,,,199290.0,,,TND,unité,,,Tunis,SM Devis (source blog),True,244dt à 560€,https://www.sm-devis.tn/prix-pose-installation-menuiserie-alu-tunis/,2026-04-05 09:42:03.935859,0.276007872129145,,
blog_article,Fenêtre PVC Tunis Fixe (95 x 60),estimation_construction,,,250299.0,,,TND,unité,,,Tunis,SM Devis (source blog),True,380dt à 560dt,https://www.sm-devis.tn/prix-pose-installation-menuiserie-alu-tunis/,2026-04-05 09:42:03.935859,0.3466534448874787,,
blog_article,Fenêtre PVC Tunis Fixe (45 x 80),estimation_construction,,,215.0,190.0,240.0,TND,unité,,,Tunis,SM Devis (source blog),True,Fourchette estimée : 190.0 – 240.0 DT/unité,https://www.sm-devis.tn/prix-pose-installation-menuiserie-alu-tunis/,2026-04-05 09:42:03.941856,0.00029638206140648524,3.5652311863787795e-05,0.0008234516832483445
blog_article,190dt à 240dt,estimation_construction,,,415.0,340.0,490.0,TND,unité,,,Tunis,SM Devis (source blog),True,Fourchette estimée : 340.0 – 490.0 DT/unité,https://www.sm-devis.tn/prix-pose-installation-menuiserie-alu-tunis/,2026-04-05 09:42:03.941856,0.0005733746421602097,6.394779746996859e-05,0.0016855242159622731
blog_article,Fenêtre PVC Tunis Fixe (75 x 60),estimation_construction,,,244.5,199.0,290.0,TND,unité,,,Tunis,SM Devis (source blog),True,Fourchette estimée : 199.0 – 290.0 DT/unité,https://www.sm-devis.tn/prix-pose-installation-menuiserie-alu-tunis/,2026-04-05 09:42:03.941856,0.00033723846706765957,3.7350041000158645e-05,0.0009958661897911303
blog_article,199dt à 290dt,estimation_construction,,,402.0,244.0,560.0,TND,unité,,,Tunis,SM Devis (source blog),True,Fourchette estimée : 244.0 – 560.0 DT/unité,https://www.sm-devis.tn/prix-pose-installation-menuiserie-alu-tunis/,2026-04-05 09:42:03.941856,0.0005553701244112177,4.583868668201288e-05,0.0019269045251221729
blog_article,Fenêtre PVC Tunis Fixe (95 x 60),estimation_construction,,,274.5,250.0,299.0,TND,unité,,,Tunis,SM Devis (source blog),True,Fourchette estimée : 250.0 – 299.0 DT/unité,https://www.sm-devis.tn/prix-pose-installation-menuiserie-alu-tunis/,2026-04-05 09:42:03.941856,0.0003787873541807183,4.697050610626011e-05,0.0010269008009688317
blog_article,250dt à 299dt,estimation_construction,,,470.0,380.0,560.0,TND,unité,,,Tunis,SM Devis (source blog),True,Fourchette estimée : 380.0 – 560.0 DT/unité,https://www.sm-devis.tn/prix-pose-installation-menuiserie-alu-tunis/,2026-04-05 09:42:03.942857,0.000649547601867484,7.149326029828346e-05,0.0019269045251221729
blog_article,Fenêtre PVC Tunis Sur mesure,estimation_construction,,,724.0,148.0,1300.0,TND,unité,,,Tunis,SM Devis (source blog),True,Fourchette estimée : 148.0 – 1300.0 DT/unité,https://www.sm-devis.tn/prix-pose-installation-menuiserie-alu-tunis/,2026-04-05 09:42:03.942857,0.0010013281794247141,2.7729575894057175e-05,0.0044786392219554015
blog_article,148dt à 1300dt,estimation_construction,,,874.5,299.0,1450.0,TND,unité,,,Tunis,SM Devis (source blog),True,Fourchette estimée : 299.0 – 1450.0 DT/unité,https://www.sm-devis.tn/prix-pose-installation-menuiserie-alu-tunis/,2026-04-05 09:42:03.942857,0.0012097650964418918,5.6213698070945834e-05,0.004995882741583758
blog_article,Ouverture d’une porte classique Tunis,estimation_construction,,,80.0,70.0,90.0,TND,unité,,,Tunis,SM Devis (source blog),True,Fourchette : 70.0 – 90.0 DT/unité,https://www.sm-devis.tn/prix-pose-installation-serrurier-tunis/,2026-04-05 09:42:05.637875,0.00010941206939772119,1.3015923378843163e-05,0.0003062081636199874
blog_article,Ouverture d’une porte blindée ou haute sécurité Tunis,estimation_construction,,,105.0,60.0,150.0,TND,unité,,,Tunis,SM Devis (source blog),True,Fourchette : 60.0 – 150.0 DT/unité,https://www.sm-devis.tn/prix-pose-installation-serrurier-tunis/,2026-04-05 09:42:05.638886,0.00014403614199193674,1.1129557671764444e-05,0.0005131055714713302
blog_article,Remplacement total d’une serrure Tunis,estimation_construction,,,155.0,120.0,190.0,TND,unité,,,Tunis,SM Devis (source blog),True,Fourchette : 120.0 – 190.0 DT/unité,https://www.sm-devis.tn/prix-pose-installation-serrurier-tunis/,2026-04-05 09:42:05.638886,0.00021328428718036786,2.244775191423676e-05,0.0006510371767055589
blog_article,Remplacement d’une clé Tunis,estimation_construction,,,10.0,,,TND,unité,,,Tunis,SM Devis (source blog),True,Remplacement d’une clé Tunis  : de 10dt à plus de 90dt.,https://www.sm-devis.tn/prix-pose-installation-serrurier-tunis/,2026-04-05 09:42:05.638886,1.2464666133917603e-05,,
blog_article,Tunisie varie entre en moyenne,estimation_construction,,,150.0,50.0,250.0,TND,unité,,,Tunis,SM Devis (source blog),True,Fourchette estimée : 50.0 – 250.0 DT/unité,https://www.sm-devis.tn/prix-pose-installation-serrurier-tunis/,2026-04-05 09:42:05.640876,0.00020635947266152475,9.243191964685726e-06,0.0008579345845569017
blog_article,"Dans la très grande majorité des cas, l’intervention à domicile d’un serrurier à Tunis est facturée",estimation_construction,,,170.0,90.0,250.0,TND,unité,,,Tunis,SM Devis (source blog),True,Fourchette estimée : 90.0 – 250.0 DT/unité,https://www.sm-devis.tn/prix-pose-installation-serrurier-tunis/,2026-04-05 09:42:05.640876,0.00023405873073689722,1.6788654793000602e-05,0.0008579345845569017
blog_article,en Tunisie varie entre 90 dt/m,estimation_construction,,,176.0,2.0,350.0,TND,m,,,Tunis,SM Devis (source blog),True,Fourchette estimée : 2.0 – 350.0 DT/m,https://www.sm-devis.tn/prix-pose-jardin-terrasse-piscine-tunis/,2026-04-05 09:42:06.958085,0.00024236850815950896,1.8863657070787194e-07,0.0012027635976424732
blog_article,153dt à 190dt,estimation_construction,,,395.0,320.0,470.0,TND,unité,,,Tunis,SM Devis (source blog),True,Fourchette estimée : 320.0 – 470.0 DT/unité,https://www.sm-devis.tn/prix-pose-installation-menuiserie-alu-tunis/,2026-04-05 09:42:03.941856,0.0005456753840848373,6.017506605581115e-05,0.0016165584133451588
blog_article,Fenêtre PVC Tunis Fixe (45 x 40),estimation_construction,,,171.5,153.0,190.0,TND,unité,,,Tunis,SM Devis (source blog),True,Fourchette estimée : 153.0 – 190.0 DT/unité,https://www.sm-devis.tn/prix-pose-installation-menuiserie-alu-tunis/,2026-04-05 09:42:03.941856,0.00023613617509255015,2.8672758747596534e-05,0.0006510371767055589
blog_article,370dt à 790dt,estimation_construction,,,910.0,520.0,1300.0,TND,unité,,,Tunis,SM Devis (source blog),True,Fourchette estimée : 520.0 – 1300.0 DT/unité,https://www.sm-devis.tn/prix-pose-installation-menuiserie-alu-tunis/,2026-04-05 09:42:03.941856,0.0012589312795256778,9.790238019738554e-05,0.0044786392219554015
blog_article,Fenêtre PVC Tunis 2 vantaux (135 x 120),estimation_construction,,,580.0,370.0,790.0,TND,unité,,,Tunis,SM Devis (source blog),True,Fourchette estimée : 370.0 – 790.0 DT/unité,https://www.sm-devis.tn/prix-pose-installation-menuiserie-alu-tunis/,2026-04-05 09:42:03.941856,0.0008018935212820324,6.960689459120474e-05,0.002720011255218987
blog_article,Fenêtre PVC Tunis Sur mesure,estimation_construction,,,724.0,,,TND,unité,,,Tunis,SM Devis (source blog),True,299dt à 1450dt,https://www.sm-devis.tn/prix-pose-installation-menuiserie-alu-tunis/,2026-04-05 09:42:03.936857,0.0010013281794247141,,
blog_article,Tunisie varie entre en moyenne,estimation_construction,,,1237.5,175.0,2300.0,TND,unité,,,Tunis,SM Devis (source blog),True,Fourchette estimée : 175.0 – 2300.0 DT/unité,https://www.sm-devis.tn/prix-pose-installation-menuiserie-alu-tunis/,2026-04-05 09:42:03.941856,0.0017125066305099018,3.282276330316972e-05,0.007926929352811116
blog_article,Fenêtre PVC  Tunis 1 vantail (45 x 60),estimation_construction,,,232.5,175.0,290.0,TND,unité,,,Tunis,SM Devis (source blog),True,Fourchette estimée : 175.0 – 290.0 DT/unité,https://www.sm-devis.tn/prix-pose-installation-menuiserie-alu-tunis/,2026-04-05 09:42:03.941856,0.0003206189122224361,3.282276330316972e-05,0.0009958661897911303
blog_article,175dt à 290dt,estimation_construction,,,410.0,240.0,580.0,TND,unité,,,Tunis,SM Devis (source blog),True,Fourchette estimée : 240.0 – 580.0 DT/unité,https://www.sm-devis.tn/prix-pose-installation-menuiserie-alu-tunis/,2026-04-05 09:42:03.941856,0.0005664498276413666,4.5084140399181394e-05,0.001995870327739287
blog_article,Fenêtre PVC Tunis 1 vantail (60 x 60),estimation_construction,,,272.0,154.0,390.0,TND,unité,,,Tunis,SM Devis (source blog),True,Fourchette estimée : 154.0 – 390.0 DT/unité,https://www.sm-devis.tn/prix-pose-installation-menuiserie-alu-tunis/,2026-04-05 09:42:03.941856,0.0003753249469212967,2.8861395318304405e-05,0.0013406952028767016
blog_article,154dt à 390dt,estimation_construction,,,490.0,330.0,650.0,TND,unité,,,Tunis,SM Devis (source blog),True,Fourchette estimée : 330.0 – 650.0 DT/unité,https://www.sm-devis.tn/prix-pose-installation-menuiserie-alu-tunis/,2026-04-05 09:42:03.941856,0.0006772468599428565,6.206143176288987e-05,0.002237250636899187
blog_article,Fenêtre PVC Tunis 1 vantail (75 x 60),estimation_construction,,,258.0,177.0,339.0,TND,unité,,,Tunis,SM Devis (source blog),True,Fourchette estimée : 177.0 – 339.0 DT/unité,https://www.sm-devis.tn/prix-pose-installation-menuiserie-alu-tunis/,2026-04-05 09:42:03.941856,0.000355935466268536,3.320003644458546e-05,0.0011648324062030603
blog_article,Prix Placo hydrofuge (Type H),estimation_construction,,,36.0,,,TND,heure,,,Tunis,SM Devis (source blog),True,36dt à 36dt | 66dt à 135dt,https://www.sm-devis.tn/prix-pose-placoplatre-au-m2-tunis/,2026-04-05 09:42:09.500483,4.847370163190179e-05,,
blog_article,177dt à 339dt,estimation_construction,,,420.0,250.0,590.0,TND,unité,,,Tunis,SM Devis (source blog),True,Fourchette estimée : 250.0 – 590.0 DT/unité,https://www.sm-devis.tn/prix-pose-installation-menuiserie-alu-tunis/,2026-04-05 09:42:03.941856,0.0005802994566790528,4.697050610626011e-05,0.0020303532290478444
blog_article,199dt à 440dt,estimation_construction,,,460.0,250.0,670.0,TND,unité,,,Tunis,SM Devis (source blog),True,Fourchette estimée : 250.0 – 670.0 DT/unité,https://www.sm-devis.tn/prix-pose-installation-menuiserie-alu-tunis/,2026-04-05 09:42:03.941856,0.0006356979728297978,4.697050610626011e-05,0.002306216439516301
blog_article,Fenêtre PVC Tunis 2 vantaux (75 x 100),estimation_construction,,,410.0,250.0,570.0,TND,unité,,,Tunis,SM Devis (source blog),True,Fourchette estimée : 250.0 – 570.0 DT/unité,https://www.sm-devis.tn/prix-pose-installation-menuiserie-alu-tunis/,2026-04-05 09:42:03.941856,0.0005664498276413666,4.697050610626011e-05,0.00196138742643073
blog_article,250dt à 570dt,estimation_construction,,,630.0,370.0,890.0,TND,unité,,,Tunis,SM Devis (source blog),True,Fourchette estimée : 370.0 – 890.0 DT/unité,https://www.sm-devis.tn/prix-pose-installation-menuiserie-alu-tunis/,2026-04-05 09:42:03.941856,0.0008711416664704636,6.960689459120474e-05,0.0030648402683045584
blog_article,Fenêtre PVC Tunis 2 vantaux (125 x 100),estimation_construction,,,455.0,240.0,670.0,TND,unité,,,Tunis,SM Devis (source blog),True,Fourchette estimée : 240.0 – 670.0 DT/unité,https://www.sm-devis.tn/prix-pose-installation-menuiserie-alu-tunis/,2026-04-05 09:42:03.941856,0.0006287731583109546,4.5084140399181394e-05,0.002306216439516301
blog_article,240dt à 670dt,estimation_construction,,,700.0,440.0,960.0,TND,unité,,,Tunis,SM Devis (source blog),True,Fourchette estimée : 440.0 – 960.0 DT/unité,https://www.sm-devis.tn/prix-pose-installation-menuiserie-alu-tunis/,2026-04-05 09:42:03.941856,0.0009680890697342672,8.281145454075577e-05,0.0033062205774644585
blog_article,Fenêtre PVC Tunis 2 vantaux (135 x 100),estimation_construction,,,540.0,330.0,750.0,TND,unité,,,Tunis,SM Devis (source blog),True,Fourchette estimée : 330.0 – 750.0 DT/unité,https://www.sm-devis.tn/prix-pose-installation-menuiserie-alu-tunis/,2026-04-05 09:42:03.941856,0.0007464950051312876,6.206143176288987e-05,0.0025820796499847584
blog_article,330dt à 750dt,estimation_construction,,,720.0,450.0,990.0,TND,unité,,,Tunis,SM Devis (source blog),True,Fourchette estimée : 450.0 – 990.0 DT/unité,https://www.sm-devis.tn/prix-pose-installation-menuiserie-alu-tunis/,2026-04-05 09:42:03.941856,0.0009957883278096395,8.46978202478345e-05,0.0034096692813901297
blog_article,Fenêtre PVC Tunis 1 vantail (95 x 60),estimation_construction,,,319.5,199.0,440.0,TND,unité,,,Tunis,SM Devis (source blog),True,Fourchette estimée : 199.0 – 440.0 DT/unité,https://www.sm-devis.tn/prix-pose-installation-menuiserie-alu-tunis/,2026-04-05 09:42:03.941856,0.0004411106848503063,3.7350041000158645e-05,0.0015131097094194875
blog_article,Fenêtre PVC Tunis Fixe (45 x 80),estimation_construction,,,190240.0,,,TND,unité,,,Tunis,SM Devis (source blog),True,340dt à 490dt,https://www.sm-devis.tn/prix-pose-installation-menuiserie-alu-tunis/,2026-04-05 09:42:03.935859,0.26347395785003896,,
blog_article,"nement au sein de la pièce. Ce type de radiateur diffuse une chaleur douce, agréable et homogène, et permet de réaliser",estimation_construction,,,32.5,20.0,45.0,TND,unité,,,Tunis,SM Devis (source blog),True,Fourchette estimée : 20.0 – 45.0 DT/unité,https://www.sm-devis.tn/prix-installation-chauffagiste-tunis/,2026-04-05 09:41:30.148000,4.362633146871161e-05,3.5840948434495667e-06,0.00015103510773148025
blog_article,Entre 3 500 dt et 5 800 dt,estimation_construction,,,4650.0,,,TND,unité,,,Tunis,SM Devis (source blog),True,940 dt à 1 900 dt,http://www.sm-devis.tn/devis-cuisine-tunisie/,2026-04-05 09:33:59.914693,0.006438692539620326,,
blog_article,Prix chauffe-eau gaz à accumulation Tunis,estimation_construction,,,1515.0,730.0,2300.0,TND,unité,,,Tunis,SM Devis (source blog),True,Fourchette estimée : 730.0 – 2300.0 DT/unité,https://www.sm-devis.tn/prix-chauffage-eau-chaude-en-tunis/,2026-04-05 09:41:08.475840,0.0020968338363056946,0.00013751606004603863,0.007926929352811116
blog_article,Prix chauffe-eau à gaz Tunis,estimation_construction,,,1120.0,380.0,1860.0,TND,unité,,,Tunis,SM Devis (source blog),True,Fourchette estimée : 380.0 – 1860.0 DT/unité,https://www.sm-devis.tn/prix-chauffage-eau-chaude-en-tunis/,2026-04-05 09:41:08.475840,0.0015497734893170887,7.149326029828346e-05,0.006409681695234601
blog_article,Prix chauffe-eau thermodynamique Tunis,estimation_construction,,,2650.0,1600.0,3700.0,TND,unité,,,Tunis,SM Devis (source blog),True,Fourchette estimée : 1600.0 – 3700.0 DT/unité,https://www.sm-devis.tn/prix-chauffage-eau-chaude-en-tunis/,2026-04-05 09:41:08.475840,0.003668766732083081,0.00030162987656188724,0.012754535536009116
blog_article,Prix chauffe-eau électrique Tunis,estimation_construction,,,878.0,256.0,1500.0,TND,unité,,,Tunis,SM Devis (source blog),True,Fourchette estimée : 256.0 – 1500.0 DT/unité,https://www.sm-devis.tn/prix-chauffage-eau-chaude-en-tunis/,2026-04-05 09:41:08.475840,0.001214612466605082,4.810232553050734e-05,0.005168297248126544
blog_article,", alors que le coût d’une chauffe-eau gaz va",estimation_construction,,,1128.0,356.0,1900.0,TND,unité,,,Tunis,SM Devis (source blog),True,Fourchette estimée : 356.0 – 1900.0 DT/unité,https://www.sm-devis.tn/prix-chauffage-eau-chaude-en-tunis/,2026-04-05 09:41:08.474819,0.0015608531925472376,6.696598260129454e-05,0.006547613300468829
blog_article,en solaire. Le tarif d’un chauffe-eau électrique instantané va,estimation_construction,,,294.0,138.0,450.0,TND,unité,,,Tunis,SM Devis (source blog),True,Fourchette estimée : 138.0 – 450.0 DT/unité,https://www.sm-devis.tn/prix-chauffage-eau-chaude-en-tunis/,2026-04-05 09:41:08.474819,0.0004057941308042064,2.5843210186978455e-05,0.0015475926107280445
blog_article,pour un système thermodynamique et,estimation_construction,,,5300.0,1600.0,9000.0,TND,unité,,,Tunis,SM Devis (source blog),True,Fourchette estimée : 1600.0 – 9000.0 DT/unité,https://www.sm-devis.tn/prix-chauffage-eau-chaude-en-tunis/,2026-04-05 09:41:08.474819,0.007338918427069931,0.00030162987656188724,0.031030473229544397
