source_type,title,category,subcategory,reference,price,price_min,price_max,currency,unit,dimensions,tile_m2,city,supplier,in_stock,description,listing_url,scraped_at,price_norm,price_min_norm,price_max_norm
blog_article,Béton coulé,carrelage,,,150.0,100.0,200.0,TND,unité,,,Tunis,SM Devis (source blog),True,Fourchette estimée : 100.0 – 200.0 DT/unité,https://www.sm-devis.tn/prix-installation-revetement-sol-tunisie/,2026-04-05 09:41:45.556556,0.00020635947266152475,1.8675020500079322e-05,0.000685520078014116
blog_article,"Ainsi, pour une maison sur un seul étage située en région parisienne, le coût de l’isolation par l’extérieur est estimé",carrelage,,,10000.0,8000.0,12000.0,TND,unité,,,Tunis,SM Devis (source blog),True,Fourchette estimée : 8000.0 – 12000.0 DT/unité,https://www.sm-devis.tn/prix-de-lisolation-par-lexterieur-en-tunisie/,2026-04-05 09:41:16.807471,0.013848244074782457,0.0015089039290922676,0.04137534362211154
blog_article,Marbre,carrelage,,,92.5,45.0,140.0,TND,unité,,,Tunis,SM Devis (source blog),True,Fourchette estimée : 45.0 – 140.0 DT/unité,https://www.sm-devis.tn/prix-installation-revetement-sol-tunisie/,2026-04-05 09:41:45.556556,0.00012672410569482896,8.300009111146365e-06,0.00047862267016277315
blog_article,Ardoise,carrelage,,,45.0,30.0,60.0,TND,unité,,,Tunis,SM Devis (source blog),True,Fourchette estimée : 30.0 – 60.0 DT/unité,https://www.sm-devis.tn/prix-installation-revetement-sol-tunisie/,2026-04-05 09:41:45.556556,6.093836776581939e-05,5.470460550528286e-06,0.00020275945969431598
blog_article,Pierre blanche,carrelage,,,85.0,50.0,120.0,TND,unité,,,Tunis,SM Devis (source blog),True,Fourchette estimée : 50.0 – 120.0 DT/unité,https://www.sm-devis.tn/prix-installation-revetement-sol-tunisie/,2026-04-05 09:41:45.556556,0.0001163368839165643,9.243191964685726e-06,0.00040965686754565884
blog_article,Mosaïque,carrelage,,,35.0,10.0,60.0,TND,unité,,,Tunis,SM Devis (source blog),True,Fourchette estimée : 10.0 – 60.0 DT/unité,https://www.sm-devis.tn/prix-installation-revetement-sol-tunisie/,2026-04-05 09:41:45.556556,4.708873872813317e-05,1.6977291363708474e-06,0.00020275945969431598
blog_article,Faïence,carrelage,,,85.0,20.0,150.0,TND,unité,,,Tunis,SM Devis (source blog),True,Fourchette estimée : 20.0 – 150.0 DT/unité,https://www.sm-devis.tn/prix-installation-revetement-sol-tunisie/,2026-04-05 09:41:45.556556,0.0001163368839165643,3.5840948434495667e-06,0.0005131055714713302
blog_article,Tomettes,carrelage,,,65.0,30.0,100.0,TND,unité,,,Tunis,SM Devis (source blog),True,Fourchette estimée : 30.0 – 100.0 DT/unité,https://www.sm-devis.tn/prix-installation-revetement-sol-tunisie/,2026-04-05 09:41:45.556556,8.863762584119184e-05,5.470460550528286e-06,0.00034069106492854454
blog_article,Carreaux de ciment,carrelage,,,50.0,20.0,80.0,TND,unité,,,Tunis,SM Devis (source blog),True,Fourchette estimée : 20.0 – 80.0 DT/unité,https://www.sm-devis.tn/prix-installation-revetement-sol-tunisie/,2026-04-05 09:41:45.556556,6.78631822846625e-05,3.5840948434495667e-06,0.00027172526231143023
blog_article,Granit,carrelage,,,105.0,60.0,150.0,TND,unité,,,Tunis,SM Devis (source blog),True,Fourchette estimée : 60.0 – 150.0 DT/unité,https://www.sm-devis.tn/prix-installation-revetement-sol-tunisie/,2026-04-05 09:41:45.556556,0.00014403614199193674,1.1129557671764444e-05,0.0005131055714713302
blog_article,Prix revêtement de Jonc de mer Tunis,carrelage,,,92432.0,,,TND,m²,,,Tunis,SM Devis (source blog),True,Prix revêtement de Jonc de mer Tunis,https://www.sm-devis.tn/prix-pose-sol-mur-plafond-tunis/,2026-04-05 09:42:17.854791,0.12801350615823756,,
blog_article,"yen pour des travaux d’isolation par l’extérieur est estimé à  4778 dt, avec une fourchette moyenne des dépenses située",carrelage,,,4777.5,3822.0,5733.0,TND,unité,,,Tunis,SM Devis (source blog),True,Fourchette estimée : 3822.0 – 5733.0 DT/unité,https://www.sm-devis.tn/prix-de-lisolation-par-lexterieur-en-tunisie/,2026-04-05 09:41:16.806470,0.006615275309850826,0.0007207803366747786,0.019764909372038782
blog_article,Pose d’isolant,carrelage,,,80.0,60.0,100.0,TND,unité,,,Tunis,SM Devis (source blog),True,Pose d’isolant,https://www.sm-devis.tn/prix-de-lisolation-par-lexterieur-en-tunisie/,2026-04-05 09:41:16.798822,0.00010941206939772119,1.1129557671764444e-05,0.00034069106492854454
blog_article,Prix revêtement de Moquette Tunis,carrelage,,,722042.0,,,TND,m²,,,Tunis,SM Devis (source blog),True,Prix revêtement de Moquette Tunis,https://www.sm-devis.tn/prix-pose-sol-mur-plafond-tunis/,2026-04-05 09:42:17.854791,1.0,,
blog_article,Prix revêtement de PVC Tunis,carrelage,,,52582.0,,,TND,m²,,,Tunis,SM Devis (source blog),True,Prix revêtement de PVC Tunis,https://www.sm-devis.tn/prix-pose-sol-mur-plafond-tunis/,2026-04-05 09:42:17.854791,0.07282273444305794,,
blog_article,Isolant laine de verre,carrelage,,,7.0,3.0,10.0,TND,unité,,,Tunis,SM Devis (source blog),True,Isolant laine de verre,https://www.sm-devis.tn/prix-de-lisolation-par-lexterieur-en-tunisie/,2026-04-05 09:41:16.797216,8.309777422611736e-06,3.772731414157439e-07,3.0344953151530288e-05
blog_article,Isolant laine de roche,carrelage,,,10.0,5.0,15.0,TND,unité,,,Tunis,SM Devis (source blog),True,Isolant laine de roche,https://www.sm-devis.tn/prix-de-lisolation-par-lexterieur-en-tunisie/,2026-04-05 09:41:16.797216,1.2464666133917603e-05,7.545462828314878e-07,4.7586403805808854e-05
blog_article,Isolant chanvre,carrelage,,,18.0,10.0,25.0,TND,unité,,,Tunis,SM Devis (source blog),True,Isolant chanvre,https://www.sm-devis.tn/prix-de-lisolation-par-lexterieur-en-tunisie/,2026-04-05 09:41:16.797216,2.3544369364066585e-05,1.6977291363708474e-06,8.2069305114366e-05
blog_article,Prix revêtement de Métal Tunis,carrelage,,,2821.0,,,TND,m²,,,Tunis,SM Devis (source blog),True,Prix revêtement de Métal Tunis,https://www.sm-devis.tn/prix-pose-sol-mur-plafond-tunis/,2026-04-05 09:42:17.859790,0.0039055953886275156,,
blog_article,"Concernant l’ITE, le coût moyen est estimé",carrelage,,,65.0,50.0,80.0,TND,unité,,,Tunis,SM Devis (source blog),True,Fourchette estimée : 50.0 – 80.0 DT/unité,https://www.sm-devis.tn/prix-de-lisolation-par-lexterieur-en-tunisie/,2026-04-05 09:41:16.806470,8.863762584119184e-05,9.243191964685726e-06,0.00027172526231143023
blog_article,Isolant fibres de lin,carrelage,,,20.0,15.0,25.0,TND,unité,,,Tunis,SM Devis (source blog),True,Isolant fibres de lin,https://www.sm-devis.tn/prix-de-lisolation-par-lexterieur-en-tunisie/,2026-04-05 09:41:16.797729,2.631429517160383e-05,2.640911989910207e-06,8.2069305114366e-05
blog_article,Isolant polyuréthane,carrelage,,,20.0,15.0,25.0,TND,unité,,,Tunis,SM Devis (source blog),True,Isolant polyuréthane,https://www.sm-devis.tn/prix-de-lisolation-par-lexterieur-en-tunisie/,2026-04-05 09:41:16.797729,2.631429517160383e-05,2.640911989910207e-06,8.2069305114366e-05
blog_article,Isolant laine de coton,carrelage,,,23.0,15.0,30.0,TND,unité,,,Tunis,SM Devis (source blog),True,Isolant laine de coton,https://www.sm-devis.tn/prix-de-lisolation-par-lexterieur-en-tunisie/,2026-04-05 09:41:16.797729,3.0469183882909695e-05,2.640911989910207e-06,9.931075576864456e-05
blog_article,Isolant verre cellulaire,carrelage,,,33.0,15.0,50.0,TND,unité,,,Tunis,SM Devis (source blog),True,Isolant verre cellulaire,https://www.sm-devis.tn/prix-de-lisolation-par-lexterieur-en-tunisie/,2026-04-05 09:41:16.797729,4.431881292059592e-05,2.640911989910207e-06,0.00016827655838575883
blog_article,Isolant béton cellulaire,carrelage,,,38.0,25.0,50.0,TND,unité,,,Tunis,SM Devis (source blog),True,Isolant béton cellulaire,https://www.sm-devis.tn/prix-de-lisolation-par-lexterieur-en-tunisie/,2026-04-05 09:41:16.797729,5.124362743943903e-05,4.5272776969889265e-06,0.00016827655838575883
blog_article,Isolant panneaux isolants sous vide,carrelage,,,53.0,40.0,65.0,TND,unité,,,Tunis,SM Devis (source blog),True,Isolant panneaux isolants sous vide,https://www.sm-devis.tn/prix-de-lisolation-par-lexterieur-en-tunisie/,2026-04-05 09:41:16.798822,7.201807099596837e-05,7.356826257607005e-06,0.00022000091034859456
blog_article,Isolant brique monomur,carrelage,,,65.0,45.0,85.0,TND,unité,,,Tunis,SM Devis (source blog),True,Isolant brique monomur,https://www.sm-devis.tn/prix-de-lisolation-par-lexterieur-en-tunisie/,2026-04-05 09:41:16.798822,8.863762584119184e-05,8.300009111146365e-06,0.0002889667129657088
blog_article,Isolant polystyrène,carrelage,,,20.0,15.0,25.0,TND,unité,,,Tunis,SM Devis (source blog),True,Isolant polystyrène,https://www.sm-devis.tn/prix-de-lisolation-par-lexterieur-en-tunisie/,2026-04-05 09:41:16.797729,2.631429517160383e-05,2.640911989910207e-06,8.2069305114366e-05
blog_article,en Tunisie varie entre 15 dt/m,carrelage,,,126.0,2.0,250.0,TND,m,,,Tunis,SM Devis (source blog),True,Fourchette estimée : 2.0 – 250.0 DT/m,https://www.sm-devis.tn/prix-pose-sol-mur-plafond-tunis/,2026-04-05 09:42:17.865789,0.00017312036297107783,1.8863657070787194e-07,0.0008579345845569017
blog_article,Terre cuite,carrelage,,,4060.0,,,TND,unité,,,Tunis,SM Devis (source blog),True,Terre cuite | poreuse mais peut être traité contre l’humidité et les tâches. Nécessite un bon entretien | poreuse mais peut être traité contre l’humidité et les tâches. Nécessite un bon entretien | poreuse mais peut être traité contre l’humidité et les tâches. Nécessite un bon entretien,https://www.sm-devis.tn/prix-installation-revetement-sol-tunisie/,2026-04-05 09:41:45.546767,0.005621564426396839,,
blog_article,au m,carrelage,,,103.0,2.0,204.0,TND,au,,,Tunis,SM Devis (source blog),True,Fourchette estimée : 2.0 – 204.0 DT/au,https://www.sm-devis.tn/prix-pose-sol-mur-plafond-tunis/,2026-04-05 09:42:17.865789,0.0001412662161843995,1.8863657070787194e-07,0.0006993132385375388
blog_article,(hors pose) : de 29 dtà 129 dt / m² pour du grès cérame,carrelage,,,94.0,29.0,159.0,TND,m²,,,Tunis,SM Devis (source blog),True,Fourchette estimée : 29.0 – 159.0 DT/m²,https://www.sm-devis.tn/prix-revetement-mural-tunis/,2026-04-05 09:42:23.513054,0.0001288015500504819,5.281823979820414e-06,0.0005441401826490317
blog_article,"(hors pose) : de 29 dtà 129 dt / m² pour du grès cérame, de 29 dt à 159 dt / m² pour un carrelage mural en faïence",carrelage,,,102.0,45.0,159.0,TND,m²,,,Tunis,SM Devis (source blog),True,Fourchette estimée : 45.0 – 159.0 DT/m²,https://www.sm-devis.tn/prix-revetement-mural-tunis/,2026-04-05 09:42:23.513054,0.00013988125328063088,8.300009111146365e-06,0.0005441401826490317
blog_article,(hors pose) : de  10 dt /m2 à 59 dt / m² pour du tissu tendu,carrelage,,,81.5,19.0,144.0,TND,roulea,,,Tunis,SM Devis (source blog),True,Fourchette estimée : 19.0 – 144.0 DT/roulea,https://www.sm-devis.tn/prix-revetement-mural-tunis/,2026-04-05 09:42:23.515048,0.00011148951375337411,3.395458272741695e-06,0.000492415830686196
blog_article,(hors pose) : de  10 dt /m,carrelage,,,30.5,2.0,59.0,TND,m²,,,Tunis,SM Devis (source blog),True,Fourchette estimée : 2.0 – 59.0 DT/m²,https://www.sm-devis.tn/prix-revetement-mural-tunis/,2026-04-05 09:42:23.515048,4.085640566117437e-05,1.8863657070787194e-07,0.00019931116956346025
blog_article,(hors pose),carrelage,,,40.5,12.0,69.0,TND,m²,,,Tunis,SM Devis (source blog),True,Fourchette estimée : 12.0 – 69.0 DT/m²,https://www.sm-devis.tn/prix-revetement-mural-tunis/,2026-04-05 09:42:23.515048,5.4706034698860594e-05,2.0750022777865914e-06,0.0002337940708720174
blog_article,(hors pose),carrelage,,,33.5,9.0,58.0,TND,roulea,,,Tunis,SM Devis (source blog),True,Fourchette estimée : 9.0 – 58.0 DT/roulea,https://www.sm-devis.tn/prix-revetement-mural-tunis/,2026-04-05 09:42:23.513972,4.5011294372480235e-05,1.5090925656629756e-06,0.00019586287943260455
blog_article,"pour du bois brut, de 28 dt à 65 dt / m² pour du bois revêtu, et",carrelage,,,35.0,11.0,59.0,TND,m²,,,Tunis,SM Devis (source blog),True,Fourchette estimée : 11.0 – 59.0 DT/m²,https://www.sm-devis.tn/prix-revetement-mural-tunis/,2026-04-05 09:42:23.513972,4.708873872813317e-05,1.8863657070787193e-06,0.00019931116956346025
blog_article,pour du bois brut,carrelage,,,46.5,28.0,65.0,TND,m²,,,Tunis,SM Devis (source blog),True,Fourchette estimée : 28.0 – 65.0 DT/m²,https://www.sm-devis.tn/prix-revetement-mural-tunis/,2026-04-05 09:42:23.513972,6.301581212147233e-05,5.093187409112542e-06,0.00022000091034859456
blog_article,(hors pose),carrelage,,,39.0,19.0,59.0,TND,m²,,,Tunis,SM Devis (source blog),True,Fourchette estimée : 19.0 – 59.0 DT/m²,https://www.sm-devis.tn/prix-revetement-mural-tunis/,2026-04-05 09:42:23.513972,5.262859034320766e-05,3.395458272741695e-06,0.00019931116956346025
blog_article,"à 8 dt / m² pour un crépi d’intérieur, de 12 dt à 35 dt / m² pour du stuc, de 12 dt  à 35 dt / m² pour un tadelakt, et",carrelage,,,34.0,29.0,39.0,TND,m²,,,Tunis,SM Devis (source blog),True,Fourchette estimée : 29.0 – 39.0 DT/m²,https://www.sm-devis.tn/prix-revetement-mural-tunis/,2026-04-05 09:42:23.513972,4.570377582436454e-05,5.281823979820414e-06,0.00013034536694634598
blog_article,"m² pour un enduit à la chaux Tunis , de 5 dt à 8 dt / m² pour un crépi d’intérieur, de 12 dt à 35 dt / m² pour du stuc",carrelage,,,23.5,12.0,35.0,TND,m²,,,Tunis,SM Devis (source blog),True,Fourchette estimée : 12.0 – 35.0 DT/m²,https://www.sm-devis.tn/prix-revetement-mural-tunis/,2026-04-05 09:42:23.513972,3.116166533479401e-05,2.0750022777865914e-06,0.00011655220642292313
blog_article,"(hors pose) : de 15 dt à 55 dt / m² pour un enduit à la chaux Tunis , de 5 dt à 8 dt / m² pour un crépi d’intérieur",carrelage,,,23.5,12.0,35.0,TND,m²,,,Tunis,SM Devis (source blog),True,Fourchette estimée : 12.0 – 35.0 DT/m²,https://www.sm-devis.tn/prix-revetement-mural-tunis/,2026-04-05 09:42:23.513972,3.116166533479401e-05,2.0750022777865914e-06,0.00011655220642292313
blog_article,(hors pose) : de 15 dt à 55 dt / m² pour un enduit à la chaux Tunis,carrelage,,,6.5,5.0,8.0,TND,m²,,,Tunis,SM Devis (source blog),True,Fourchette estimée : 5.0 – 8.0 DT/m²,https://www.sm-devis.tn/prix-revetement-mural-tunis/,2026-04-05 09:42:23.513972,7.617295970727424e-06,7.545462828314878e-07,2.3448372889818856e-05
blog_article,(hors pose),carrelage,,,79.0,29.0,129.0,TND,m²,,,Tunis,SM Devis (source blog),True,Fourchette estimée : 29.0 – 129.0 DT/m²,https://www.sm-devis.tn/prix-revetement-mural-tunis/,2026-04-05 09:42:23.513054,0.00010802710649395256,5.281823979820414e-06,0.00044069147872336027
blog_article,(hors pose),carrelage,,,35.0,15.0,55.0,TND,m²,,,Tunis,SM Devis (source blog),True,Fourchette estimée : 15.0 – 55.0 DT/m²,https://www.sm-devis.tn/prix-revetement-mural-tunis/,2026-04-05 09:42:23.513972,4.708873872813317e-05,2.640911989910207e-06,0.0001855180090400374
blog_article,"Tunis, de 38 dt à 150 dt/ m² pour des carreaux de ciment Tunis, de 37 dt à 280 dt / m² pour de la pierre naturelle, et",carrelage,,,108.5,37.0,180.0,TND,m²,,,Tunis,SM Devis (source blog),True,Fourchette estimée : 37.0 – 180.0 DT/m²,https://www.sm-devis.tn/prix-revetement-mural-tunis/,2026-04-05 09:42:23.513972,0.00014888351215512692,6.79091654548339e-06,0.0006165542753970017
blog_article,"9 dt à 159 dt / m² pour un carrelage mural en faïence à Tunis, de 38 dt à 150 dt/ m² pour des carreaux de ciment Tunis",carrelage,,,158.5,37.0,280.0,TND,m²,,,Tunis,SM Devis (source blog),True,Fourchette estimée : 37.0 – 280.0 DT/m²,https://www.sm-devis.tn/prix-revetement-mural-tunis/,2026-04-05 09:42:23.513972,0.00021813165734355805,6.79091654548339e-06,0.0009613832884825731
blog_article,"pose) : de 27 dt à 159 dt / m² pour du grès cérame, de 29 dt à 159 dt / m² pour un carrelage mural en faïence à Tunis",carrelage,,,94.0,38.0,150.0,TND,m²,,,Tunis,SM Devis (source blog),True,Fourchette estimée : 38.0 – 150.0 DT/m²,https://www.sm-devis.tn/prix-revetement-mural-tunis/,2026-04-05 09:42:23.513972,0.0001288015500504819,6.9795531161912615e-06,0.0005131055714713302
blog_article,(hors pose) : de 27 dt à 159 dt / m² pour du grès cérame,carrelage,,,94.0,29.0,159.0,TND,m²,,,Tunis,SM Devis (source blog),True,Fourchette estimée : 29.0 – 159.0 DT/m²,https://www.sm-devis.tn/prix-revetement-mural-tunis/,2026-04-05 09:42:23.513972,0.0001288015500504819,5.281823979820414e-06,0.0005441401826490317
blog_article,(hors pose),carrelage,,,93.0,27.0,159.0,TND,m²,,,Tunis,SM Devis (source blog),True,Fourchette estimée : 27.0 – 159.0 DT/m²,https://www.sm-devis.tn/prix-revetement-mural-tunis/,2026-04-05 09:42:23.513972,0.00012741658714671326,4.90455083840467e-06,0.0005441401826490317
blog_article,"(hors pose) : de 9 dt à 19 dt / m² pour une peinture à l’eau, et",carrelage,,,22.5,6.0,39.0,TND,m²,,,Tunis,SM Devis (source blog),True,Fourchette estimée : 6.0 – 39.0 DT/m²,https://www.sm-devis.tn/prix-revetement-mural-tunis/,2026-04-05 09:42:23.513054,2.9776702431025385e-05,9.431828535393596e-07,0.00013034536694634598
blog_article,(hors pose),carrelage,,,14.0,9.0,19.0,TND,m²,,,Tunis,SM Devis (source blog),True,Fourchette estimée : 9.0 – 19.0 DT/m²,https://www.sm-devis.tn/prix-revetement-mural-tunis/,2026-04-05 09:42:23.513054,1.8004517748992092e-05,1.5090925656629756e-06,6.137956432923171e-05
blog_article,(hors pose),carrelage,,,74.0,19.0,129.0,TND,m²,,,Tunis,SM Devis (source blog),True,Fourchette estimée : 19.0 – 129.0 DT/m²,https://www.sm-devis.tn/prix-revetement-mural-tunis/,2026-04-05 09:42:23.513054,0.00010110229197510945,3.395458272741695e-06,0.00044069147872336027
blog_article,Tissu,carrelage,,,41.5,5.0,78.0,TND,unité,,,Tunis,SM Devis (source blog),True,Fourchette estimée : 5.0 – 78.0 DT/unité,https://www.sm-devis.tn/prix-revetement-mural-tunis/,2026-04-05 09:42:23.513054,5.6090997602629214e-05,7.545462828314878e-07,0.00026482868204971883
blog_article,Carrelage,carrelage,,,33.0,8.0,58.0,TND,unité,,,Tunis,SM Devis (source blog),True,Fourchette estimée : 8.0 – 58.0 DT/unité,https://www.sm-devis.tn/prix-revetement-mural-tunis/,2026-04-05 09:42:23.513054,4.431881292059592e-05,1.3204559949551035e-06,0.00019586287943260455
blog_article,Papier peint,carrelage,,,18.0,7.0,29.0,TND,unité,,,Tunis,SM Devis (source blog),True,Fourchette estimée : 7.0 – 29.0 DT/unité,https://www.sm-devis.tn/prix-revetement-mural-tunis/,2026-04-05 09:42:23.513054,2.3544369364066585e-05,1.1318194242472316e-06,9.586246563778885e-05
blog_article,Fibre de verre,carrelage,,,7.0,5.0,9.0,TND,unité,,,Tunis,SM Devis (source blog),True,Fourchette estimée : 5.0 – 9.0 DT/unité,https://www.sm-devis.tn/prix-revetement-mural-tunis/,2026-04-05 09:42:23.513054,8.309777422611736e-06,7.545462828314878e-07,2.6896663020674568e-05
blog_article,Lambris PVC,carrelage,,,10.5,9.0,12.0,TND,unité,,,Tunis,SM Devis (source blog),True,Fourchette estimée : 9.0 – 12.0 DT/unité,https://www.sm-devis.tn/prix-revetement-mural-tunis/,2026-04-05 09:42:23.513054,1.3157147585801915e-05,1.5090925656629756e-06,3.7241533413241716e-05
blog_article,(hors pose),carrelage,,,109.5,29.0,190.0,TND,roulea,,,Tunis,SM Devis (source blog),True,Fourchette estimée : 29.0 – 190.0 DT/roulea,https://www.sm-devis.tn/prix-revetement-mural-tunis/,2026-04-05 09:42:23.513972,0.00015026847505889555,5.281823979820414e-06,0.0006510371767055589
blog_article,varie entre 9 dt/m,carrelage,,,40.0,2.0,78.0,TND,m,,,Tunis,SM Devis (source blog),True,Fourchette estimée : 2.0 – 78.0 DT/m,https://www.sm-devis.tn/prix-revetement-mural-tunis/,2026-04-05 09:42:23.513054,5.401355324697628e-05,1.8863657070787194e-07,0.00026482868204971883
blog_article,Tissu,carrelage,,,578.0,,,TND,unité,,,Tunis,SM Devis (source blog),True,,https://www.sm-devis.tn/prix-revetement-mural-tunis/,2026-04-05 09:42:23.504060,0.0007991235954744952,,
blog_article,Carrelage,carrelage,,,858.0,,,TND,unité,,,Tunis,SM Devis (source blog),True,,https://www.sm-devis.tn/prix-revetement-mural-tunis/,2026-04-05 09:42:23.504060,0.0011869132085297095,,
blog_article,au m,carrelage,,,33.0,2.0,64.0,TND,au,,,Tunis,SM Devis (source blog),True,Fourchette estimée : 2.0 – 64.0 DT/au,https://www.sm-devis.tn/prix-pose-sol-mur-plafond-tunis/,2026-04-05 09:42:17.865789,4.431881292059592e-05,1.8863657070787194e-07,0.00021655262021773883
blog_article,au m,carrelage,,,22.5,2.0,43.0,TND,au,,,Tunis,SM Devis (source blog),True,Fourchette estimée : 2.0 – 43.0 DT/au,https://www.sm-devis.tn/prix-pose-sol-mur-plafond-tunis/,2026-04-05 09:42:17.865789,2.9776702431025385e-05,1.8863657070787194e-07,0.00014413852746976883
